customer_id,transaction_amount,transaction_date
185,101.41,2023-02-17
235,249.89,2023-10-16
274,215.44,2023-10-17
185,356.08,2023-05-26
11,304.16,2023-01-30
414,384.4,2023-05-06
376,243.01,2023-01-02
390,249.23,2023-11-02
449,135.29,2023-07-06
481,32.06,2023-10-30
40,99.63,2023-08-19
297,141.95,2023-11-26
462,383.3,2023-08-07
246,144.48,2023-07-06
40,460.19,2023-04-10
197,284.85,2023-05-04
406,72.31,2023-10-04
391,414.77,2023-08-23
124,347.58,2023-09-20
453,20.27,2023-07-09
297,309.15,2023-07-06
94,211.02,2023-02-20
143,303.87,2023-12-09
242,205.66,2023-05-19
463,102.21,2023-12-12
410,290.37,2023-01-27
96,308.7,2023-04-06
304,318.41,2023-06-02
314,227.51,2023-03-28
198,311.97,2023-11-15
270,301.8,2023-04-08
129,191.0,2023-05-03
75,384.63,2023-04-23
259,397.45,2023-05-01
377,229.37,2023-05-31
16,219.75,2023-04-21
2,391.75,2023-09-09
106,379.08,2023-08-27
289,383.67,2023-03-27
461,154.19,2023-04-25
169,299.93,2023-10-16
23,300.06,2023-04-20
335,43.09,2023-12-21
181,212.06,2023-11-15
410,92.19,2023-11-22
450,411.53,2023-05-26
236,479.06,2023-03-16
114,497.11,2023-07-13
409,431.38,2023-08-20
489,232.22,2023-02-20
206,318.29,2023-06-11
194,318.64,2023-12-28
264,258.07,2023-10-06
407,241.34,2023-02-05
117,314.81,2023-03-11
263,94.98,2023-10-03
328,59.59,2023-06-14
214,305.25,2023-09-09
447,67.29,2023-11-09
173,297.84,2023-01-10
331,298.54,2023-03-09
365,71.1,2023-04-27
350,69.67,2023-07-06
466,367.61,2023-02-21
44,38.84,2023-06-20
23,220.85,2023-01-08
364,133.68,2023-12-05
68,436.35,2023-04-24
488,214.12,2023-12-03
491,438.5,2023-06-02
352,436.91,2023-03-24
497,387.46,2023-03-12
105,439.15,2023-01-05
276,13.82,2023-10-25
93,245.21,2023-09-18
359,468.53,2023-09-19
140,91.41,2023-11-04
285,113.41,2023-06-07
92,57.26,2023-07-01
259,313.41,2023-11-14
88,428.55,2023-04-07
88,345.75,2023-08-02
499,40.53,2023-09-07
328,47.42,2023-08-01
307,220.1,2023-06-25
329,316.84,2023-02-28
445,326.97,2023-01-02
236,322.36,2023-08-01
343,214.15,2023-10-20
165,196.71,2023-11-05
85,147.15,2023-04-22
144,436.95,2023-11-28
368,435.75,2023-04-14
252,339.3,2023-02-01
489,237.59,2023-01-30
370,136.43,2023-07-21
193,400.67,2023-10-04
309,430.23,2023-04-01
304,31.78,2023-12-07
55,53.78,2023-04-27
165,81.07,2023-12-20
483,496.34,2023-10-25
428,495.73,2023-09-04
347,335.76,2023-11-11
426,34.25,2023-04-09
58,126.53,2023-06-03
96,62.65,2023-01-28
82,34.97,2023-02-28
188,276.93,2023-06-04
430,240.66,2023-11-09
328,330.27,2023-01-09
314,203.54,2023-01-27
127,467.5,2023-07-06
273,207.31,2023-04-19
236,215.46,2023-03-16
1,47.35,2023-12-14
494,325.9,2023-05-02
338,29.81,2023-08-24
376,300.88,2023-03-18
273,488.28,2023-05-20
168,453.16,2023-10-02
21,304.18,2023-09-23
191,381.09,2023-12-22
267,374.02,2023-06-19
216,337.36,2023-02-18
377,339.25,2023-11-10
69,440.64,2023-09-29
172,287.51,2023-09-08
57,444.61,2023-01-03
247,262.29,2023-11-22
60,346.21,2023-05-27
266,310.09,2024-01-01
218,321.42,2023-05-23
3,424.06,2023-05-23
209,62.2,2023-08-23
360,106.55,2023-09-06
56,475.01,2023-06-09
213,15.77,2023-04-05
305,479.8,2023-06-19
431,10.03,2023-11-02
453,372.73,2023-01-21
52,287.07,2023-04-21
424,469.88,2023-10-20
58,323.1,2023-07-09
295,148.29,2023-01-26
96,288.34,2023-09-09
459,193.3,2023-12-31
20,386.19,2023-10-07
91,366.56,2023-04-04
52,73.65,2023-01-09
371,314.89,2023-01-10
250,142.72,2023-03-02
386,41.71,2023-11-02
139,402.41,2023-08-23
284,456.61,2023-01-19
426,289.32,2023-07-23
227,184.17,2023-01-07
410,418.68,2023-08-05
103,488.89,2023-08-03
148,293.29,2023-10-07
199,177.53,2023-08-04
345,166.27,2023-05-10
411,479.96,2023-06-06
89,300.12,2023-05-25
131,68.59,2023-05-15
376,175.83,2023-08-07
452,58.82,2023-11-02
200,81.4,2023-09-23
314,196.79,2023-08-11
37,329.76,2023-10-17
375,411.36,2023-05-20
288,432.91,2023-10-05
24,312.82,2023-03-26
402,164.66,2023-11-09
310,347.07,2023-01-10
64,35.67,2023-08-25
93,27.34,2023-01-13
30,482.11,2023-11-30
500,124.53,2023-03-09
281,385.87,2023-11-03
391,337.54,2023-07-14
149,335.38,2023-05-10
462,62.32,2023-12-17
4,79.13,2023-02-24
385,266.61,2023-08-25
132,312.69,2023-07-21
378,121.04,2023-11-18
322,13.58,2023-09-30
244,435.97,2023-01-28
109,338.02,2023-09-02
115,295.72,2023-02-22
348,125.95,2023-06-30
266,248.43,2023-01-30
399,369.52,2023-03-10
288,431.96,2023-12-30
192,47.13,2023-02-09
122,278.22,2023-06-26
290,499.25,2023-06-09
18,410.27,2023-07-09
261,201.73,2023-08-30
442,385.63,2023-04-01
487,290.54,2023-08-01
474,342.06,2023-11-05
3,462.57,2023-08-29
81,64.64,2023-12-09
196,75.77,2023-04-30
427,51.42,2023-10-11
366,133.42,2023-07-24
33,155.77,2023-09-01
53,158.41,2023-09-16
479,50.43,2023-10-15
160,115.45,2023-07-05
307,450.14,2023-08-08
110,40.23,2023-12-16
428,87.89,2023-06-03
485,392.74,2023-03-08
303,276.0,2023-09-11
325,17.42,2023-10-09
221,341.24,2023-04-16
4,220.4,2023-04-16
52,107.14,2023-05-01
110,294.18,2023-06-11
401,477.39,2023-04-16
244,257.67,2023-04-05
157,18.99,2023-05-08
95,435.33,2023-04-20
447,62.51,2023-09-28
491,399.71,2023-04-07
350,236.27,2023-05-03
76,356.84,2023-07-28
344,176.08,2023-06-01
64,25.23,2023-08-12
19,90.2,2023-03-14
177,41.14,2023-01-27
421,46.33,2023-02-22
308,201.62,2023-11-30
374,270.24,2023-07-04
335,67.89,2023-02-07
436,54.67,2023-07-04
138,416.92,2023-10-28
325,213.97,2023-02-04
165,314.19,2023-10-02
215,210.47,2024-01-01
283,336.68,2023-08-07
55,169.77,2023-10-08
305,492.43,2023-11-22
392,175.07,2023-06-10
363,34.07,2023-01-10
414,69.83,2023-03-19
311,141.17,2023-05-14
207,119.92,2023-11-11
315,391.51,2023-07-11
78,316.37,2023-01-06
396,337.05,2023-12-28
458,347.03,2023-01-29
165,166.88,2023-12-21
159,236.94,2023-02-14
380,392.49,2023-05-19
450,283.93,2023-09-07
345,124.96,2023-01-25
400,192.56,2023-04-07
231,386.77,2023-02-03
36,211.11,2023-02-18
287,258.9,2023-09-07
197,41.38,2023-12-30
396,221.13,2023-09-18
144,280.39,2023-10-29
87,347.43,2023-01-05
77,138.8,2023-08-11
365,130.35,2023-06-29
22,37.61,2023-08-16
258,232.13,2023-12-20
143,406.56,2023-07-11
162,347.22,2023-12-16
68,99.16,2023-01-15
339,386.78,2023-07-15
48,93.75,2023-01-30
461,180.04,2023-08-03
346,185.53,2023-04-22
141,120.25,2023-05-03
323,422.82,2023-05-23
301,331.8,2023-10-18
290,239.06,2023-05-17
331,401.26,2023-04-26
223,385.96,2023-01-10
43,137.12,2023-07-15
100,474.68,2023-05-04
273,146.9,2023-02-20
103,460.69,2023-02-26
360,238.93,2023-02-13
448,296.54,2023-05-18
341,16.14,2023-02-15
367,283.07,2023-04-19
177,350.36,2023-02-22
73,395.82,2023-06-07
166,93.38,2023-07-16
466,23.36,2023-09-19
148,111.51,2023-10-15
278,208.18,2023-05-16
1,333.28,2023-11-12
256,51.16,2023-05-28
462,351.92,2023-03-07
202,282.06,2023-07-19
28,259.54,2023-12-16
67,113.56,2023-12-16
299,291.09,2023-01-08
253,60.65,2023-11-05
312,446.67,2023-02-26
244,254.33,2023-02-12
434,129.12,2023-09-03
291,86.87,2023-01-22
442,352.57,2023-08-13
367,221.54,2023-11-27
292,192.45,2023-09-07
42,75.04,2023-08-16
112,258.21,2023-09-24
98,299.93,2023-03-29
415,50.6,2023-06-04
226,304.75,2023-01-23
16,395.73,2023-03-10
467,401.65,2023-10-04
167,232.55,2023-01-07
68,311.92,2023-03-27
307,11.24,2023-06-04
172,115.79,2023-01-31
55,395.86,2023-04-01
191,471.93,2023-12-08
362,92.8,2023-02-13
32,207.97,2023-07-31
32,268.15,2023-01-06
327,126.83,2023-08-27
306,439.23,2023-09-26
118,249.4,2023-10-26
432,331.76,2023-09-15
136,210.64,2023-03-26
290,73.86,2023-08-17
417,394.93,2023-05-19
386,362.93,2023-10-04
375,423.67,2023-12-21
284,285.5,2023-08-18
467,43.19,2023-05-30
378,40.5,2023-08-21
448,100.47,2023-01-06
239,330.01,2023-04-23
479,114.0,2023-11-13
68,391.77,2023-02-04
375,115.55,2023-03-21
148,160.48,2023-10-20
224,128.62,2023-09-06
292,460.52,2023-07-01
467,311.28,2023-12-04
262,383.42,2023-06-03
54,443.17,2023-01-14
147,78.37,2023-10-28
166,48.12,2023-06-09
127,405.68,2023-12-17
215,90.92,2023-12-17
254,227.72,2023-12-10
350,169.82,2023-06-18
100,195.16,2023-04-30
19,293.61,2023-02-05
408,308.11,2023-03-09
493,123.32,2023-05-19
113,373.74,2023-02-22
346,45.78,2023-11-07
258,255.9,2023-09-03
228,374.74,2023-08-11
128,251.18,2023-11-22
163,425.44,2023-05-19
373,388.62,2023-10-06
244,355.74,2023-11-07
362,133.58,2023-11-19
263,159.69,2023-04-12
226,157.7,2023-08-02
185,421.64,2023-04-08
224,221.78,2023-08-06
361,98.22,2023-03-11
373,98.29,2023-05-20
31,141.23,2023-03-13
190,421.53,2023-09-16
308,183.6,2023-04-23
314,349.28,2023-11-20
435,354.39,2023-08-05
302,441.14,2023-11-25
25,230.06,2023-03-24
142,102.58,2023-09-29
119,162.01,2023-08-10
162,428.96,2023-02-13
239,341.42,2023-05-29
120,383.28,2023-04-22
411,323.87,2023-10-09
395,83.72,2023-08-29
137,356.21,2023-08-22
314,164.88,2023-12-06
410,234.31,2023-06-26
331,329.13,2023-04-13
410,14.32,2023-06-22
281,45.75,2023-07-24
99,433.14,2023-10-26
268,54.63,2023-03-18
267,110.74,2023-04-05
364,67.92,2023-08-04
466,412.49,2023-09-13
127,481.88,2023-01-11
274,444.35,2023-03-15
344,460.39,2023-09-16
198,311.23,2023-01-27
129,84.95,2023-10-20
88,125.55,2023-03-27
64,497.97,2023-11-28
104,361.12,2023-05-01
393,225.84,2023-07-22
253,295.71,2023-10-16
425,168.41,2023-09-26
412,130.52,2023-05-25
467,159.68,2023-10-30
478,434.7,2023-08-17
28,488.24,2023-01-06
454,298.43,2023-10-10
36,440.97,2023-10-12
148,480.56,2023-12-31
467,398.64,2023-07-08
474,474.86,2023-08-06
369,366.63,2023-01-21
258,349.41,2023-04-23
401,236.76,2023-02-01
46,329.9,2023-06-25
347,476.01,2023-02-02
8,284.69,2023-05-07
394,484.52,2023-06-30
434,375.26,2023-12-10
440,198.07,2023-10-16
26,429.85,2023-03-26
371,417.79,2023-09-30
325,278.69,2023-07-17
230,222.4,2023-12-02
365,489.26,2023-01-13
468,73.98,2023-02-03
16,436.34,2023-11-05
457,240.49,2023-09-21
309,136.81,2023-02-12
170,22.04,2023-10-23
67,328.67,2023-08-03
337,179.51,2023-08-16
300,125.03,2023-04-20
123,300.02,2023-06-03
220,202.49,2023-01-16
367,258.04,2023-09-02
82,424.39,2023-04-02
468,320.06,2023-10-16
309,108.02,2023-11-03
213,391.72,2023-06-30
79,80.57,2023-08-20
339,116.74,2023-02-08
415,335.93,2023-03-08
97,143.21,2023-07-20
259,299.7,2023-01-02
218,146.65,2023-02-23
183,374.91,2023-08-24
172,439.97,2023-09-10
177,402.92,2023-09-06
2,18.65,2023-04-05
489,446.63,2023-09-19
322,411.53,2023-03-29
44,372.38,2023-11-19
260,209.49,2023-03-19
296,259.87,2023-10-31
389,391.14,2023-06-13
93,37.17,2023-02-20
337,367.14,2023-10-24
358,407.01,2023-10-30
481,499.42,2023-05-03
500,307.39,2023-10-14
418,65.0,2023-07-11
429,370.41,2023-04-09
18,129.58,2023-01-02
434,42.05,2023-04-15
91,342.88,2023-04-27
149,273.22,2023-09-11
94,467.98,2023-10-18
231,34.01,2023-07-01
204,392.87,2023-04-10
355,411.81,2023-08-24
121,131.36,2023-04-18
189,151.63,2023-10-28
96,272.7,2023-10-29
209,357.67,2023-09-04
439,209.82,2023-09-28
97,60.35,2023-11-23
52,442.28,2023-05-09
351,104.5,2023-12-08
385,263.87,2023-05-06
212,275.77,2023-05-04
60,12.68,2023-06-21
24,187.54,2023-09-02
128,448.38,2023-08-02
491,86.6,2023-12-13
54,321.08,2023-01-04
246,113.65,2023-01-02
405,487.93,2023-07-05
166,212.24,2023-11-29
23,447.28,2023-12-28
68,309.75,2023-06-08
270,400.33,2023-08-06
257,339.76,2023-01-11
94,251.36,2023-07-08
261,446.45,2023-03-02
315,168.9,2023-10-21
138,444.66,2023-10-11
434,255.29,2023-07-07
309,68.15,2023-05-26
420,365.06,2023-03-10
83,240.43,2023-07-31
366,179.52,2023-05-19
364,158.14,2023-11-28
409,81.51,2023-11-26
472,338.23,2023-04-27
472,317.69,2023-03-13
43,281.37,2023-11-22
294,40.4,2023-12-14
290,150.83,2023-09-16
270,231.44,2023-03-06
460,397.69,2023-11-25
265,26.18,2023-12-16
26,385.27,2023-06-28
489,192.58,2023-06-27
406,286.93,2023-09-18
452,207.45,2023-02-06
246,346.68,2023-04-03
166,305.23,2023-04-05
468,151.0,2023-06-30
417,66.99,2023-08-28
113,93.83,2023-08-15
497,426.08,2023-09-13
361,105.32,2023-02-10
89,484.76,2023-09-07
55,492.36,2023-05-14
406,237.22,2023-03-06
409,262.04,2023-07-11
18,213.96,2023-04-05
361,192.43,2023-08-12
293,252.42,2023-10-28
471,309.5,2023-11-29
53,155.0,2023-12-06
348,268.92,2023-08-08
299,69.06,2023-11-24
363,175.59,2023-08-26
158,226.69,2023-06-06
270,315.22,2023-04-15
441,265.76,2023-10-16
59,470.65,2023-12-21
220,125.04,2023-03-25
467,333.39,2023-11-14
475,487.86,2023-07-02
210,297.5,2023-10-01
191,103.62,2023-09-06
5,72.49,2023-11-17
218,348.55,2023-11-22
77,299.69,2023-06-28
283,395.08,2023-06-01
442,484.73,2023-09-16
181,479.92,2023-09-09
310,69.14,2023-05-12
423,57.5,2023-04-25
438,489.62,2023-01-23
271,370.76,2023-02-11
397,352.52,2023-03-23
6,306.9,2023-12-21
318,472.85,2023-10-13
272,369.5,2023-04-22
121,42.55,2023-09-13
368,330.26,2023-03-05
466,118.76,2023-12-20
161,434.54,2023-04-15
155,261.69,2023-01-19
255,313.33,2023-04-17
28,152.2,2023-11-01
227,133.71,2023-04-26
449,271.93,2023-03-27
30,187.41,2023-08-31
129,229.93,2023-03-25
80,21.21,2023-01-26
102,212.43,2023-07-30
321,25.57,2023-03-22
103,294.94,2023-05-07
347,309.39,2023-02-10
312,462.39,2023-01-29
37,397.79,2023-08-25
355,404.18,2023-10-24
371,452.9,2023-10-25
412,108.78,2023-06-09
178,73.6,2023-09-06
391,56.93,2023-09-26
18,363.85,2023-12-05
124,466.03,2023-08-14
226,448.33,2023-12-20
223,95.78,2023-11-10
60,21.04,2023-10-27
115,384.65,2023-07-15
95,76.34,2023-07-05
370,110.75,2023-05-05
334,200.85,2023-05-13
204,145.88,2023-01-10
246,352.22,2023-11-01
45,425.11,2023-08-09
199,484.64,2023-04-27
233,212.38,2023-05-14
217,216.4,2023-09-21
119,337.33,2023-12-19
488,240.39,2023-05-08
447,139.16,2023-12-30
219,266.85,2023-07-04
340,143.43,2023-02-24
214,351.98,2023-11-03
176,48.78,2023-05-30
53,316.16,2023-11-06
353,63.6,2023-12-02
336,70.25,2023-07-08
95,492.06,2023-04-30
274,212.02,2023-01-22
265,124.21,2023-06-09
223,216.54,2023-01-21
265,175.46,2023-09-14
231,310.35,2023-08-16
240,210.1,2023-04-29
226,219.28,2023-03-14
428,124.52,2023-07-07
187,53.62,2023-10-09
164,364.23,2023-09-23
260,145.82,2023-03-27
148,300.54,2023-12-28
199,205.53,2023-04-16
251,259.96,2023-08-23
56,412.21,2023-11-21
154,355.36,2023-07-21
31,460.33,2023-09-06
69,335.41,2023-07-28
194,346.8,2023-06-04
113,429.78,2023-03-04
36,425.32,2023-09-29
213,281.81,2023-09-16
448,257.58,2023-07-19
179,238.62,2023-03-30
28,275.38,2023-04-03
107,359.15,2023-11-14
249,99.62,2023-06-30
441,255.46,2023-02-19
444,230.75,2023-11-05
400,45.08,2023-04-22
102,190.76,2023-08-26
338,369.84,2023-03-11
402,218.29,2023-11-12
43,211.59,2023-08-21
207,364.28,2023-08-29
349,372.1,2023-03-01
142,437.71,2023-06-29
437,183.24,2023-04-01
86,167.91,2023-11-17
63,79.45,2023-01-11
393,376.72,2023-03-18
191,207.41,2023-01-18
83,442.56,2023-12-07
216,385.11,2023-03-22
308,296.33,2023-04-20
152,269.74,2023-02-27
484,223.87,2023-05-21
29,416.95,2023-02-07
468,495.12,2023-07-14
346,147.38,2023-05-21
131,482.97,2023-09-11
321,319.75,2023-01-06
349,267.39,2023-10-13
454,147.8,2023-07-08
296,13.66,2023-07-12
342,138.19,2023-06-09
420,487.42,2023-12-01
449,431.03,2023-07-21
167,121.46,2023-09-19
497,336.97,2023-05-21
337,389.09,2023-10-20
321,465.07,2023-07-18
227,67.28,2023-08-19
27,491.1,2023-11-05
138,298.38,2023-09-03
333,51.67,2023-11-10
331,430.64,2023-08-30
401,284.09,2023-03-27
6,41.86,2023-06-06
29,220.49,2023-04-13
314,428.03,2023-12-08
378,480.39,2023-07-28
292,409.22,2023-03-26
6,324.32,2023-01-06
174,461.46,2023-07-14
403,469.64,2023-11-29
478,487.95,2023-09-25
396,231.96,2023-02-05
427,293.62,2023-03-29
434,222.95,2023-10-13
218,246.95,2023-12-01
312,125.63,2023-01-01
498,184.83,2023-09-18
162,257.33,2023-03-17
16,282.82,2023-07-01
148,218.74,2023-05-28
24,395.39,2023-12-27
181,239.46,2023-12-29
49,432.1,2023-07-17
221,395.45,2023-02-16
466,486.79,2023-06-27
311,96.69,2023-06-13
177,102.07,2023-04-13
381,26.66,2023-12-06
378,474.69,2023-08-01
343,143.58,2023-01-02
111,456.23,2023-10-11
436,144.58,2023-10-24
195,269.87,2023-03-04
187,469.37,2023-10-15
490,370.5,2023-06-30
21,266.37,2023-07-10
389,304.58,2023-02-05
210,107.55,2023-11-12
144,28.1,2023-01-25
456,63.98,2023-02-06
158,474.99,2023-11-12
187,213.23,2023-08-01
277,126.6,2023-01-26
445,482.93,2023-09-27
428,150.68,2023-05-17
123,32.1,2023-09-19
407,358.3,2023-03-01
138,357.95,2023-06-24
22,422.75,2023-12-16
220,401.46,2023-07-09
229,34.8,2023-02-26
312,454.45,2023-12-12
455,446.0,2023-12-23
272,105.47,2023-05-27
492,433.92,2023-06-17
196,426.5,2023-08-28
178,108.53,2023-04-25
471,303.54,2023-07-20
13,384.22,2023-04-12
71,164.42,2023-01-08
31,212.93,2023-11-20
387,277.32,2023-03-11
117,317.03,2023-05-01
22,430.55,2023-10-15
444,233.56,2023-11-03
450,174.67,2023-01-24
405,190.0,2023-10-02
55,459.31,2023-03-22
441,115.79,2023-07-23
348,334.64,2023-10-08
442,323.64,2023-11-12
387,66.01,2023-06-05
394,132.05,2023-04-16
160,464.82,2023-01-24
235,122.31,2023-03-17
291,216.88,2023-02-15
434,375.58,2023-04-20
488,16.38,2023-09-23
275,150.35,2023-10-26
499,64.2,2023-07-12
488,306.72,2023-10-25
400,464.22,2023-06-06
332,248.31,2023-10-27
178,418.95,2023-08-28
205,385.14,2023-05-16
161,96.37,2023-04-07
406,455.29,2023-05-23
68,56.61,2023-03-11
183,459.14,2023-06-30
363,262.67,2023-04-14
185,261.7,2023-10-23
416,333.3,2023-03-12
109,440.67,2023-03-11
304,253.63,2023-09-26
78,48.6,2023-12-09
73,389.4,2023-04-13
178,417.02,2023-05-04
296,435.35,2023-06-29
245,161.47,2023-01-30
145,32.14,2023-04-12
106,200.16,2023-02-13
222,385.37,2023-09-14
364,288.65,2023-09-04
65,252.53,2023-06-30
141,243.4,2023-11-25
394,255.62,2023-05-14
71,493.34,2023-12-21
438,168.4,2023-10-03
166,55.16,2023-03-27
268,411.94,2023-11-17
2,473.88,2023-10-31
41,465.01,2023-08-02
450,34.91,2023-09-07
34,210.53,2023-11-09
47,170.94,2023-03-16
263,282.14,2023-11-06
478,203.85,2023-04-24
167,71.95,2023-03-03
132,481.86,2023-08-14
37,150.61,2023-08-18
428,331.53,2023-04-03
454,71.37,2023-12-26
13,419.26,2023-10-16
395,121.65,2023-09-05
347,283.07,2023-04-15
216,74.98,2023-06-17
297,279.19,2023-07-23
162,149.0,2023-04-29
437,454.87,2023-09-30
308,455.05,2023-10-09
122,491.64,2023-03-28
394,179.16,2023-11-20
350,239.68,2023-02-01
138,140.85,2023-12-17
114,287.54,2023-02-27
424,237.96,2023-06-13
400,358.02,2023-03-20
52,120.31,2023-11-19
490,92.96,2023-04-18
112,262.58,2023-12-18
312,460.22,2023-11-22
471,499.17,2023-07-25
23,405.48,2023-11-08
396,457.38,2023-10-01
456,61.39,2023-11-26
127,249.07,2023-04-01
42,343.98,2023-03-18
212,426.2,2023-10-22
225,268.55,2023-04-06
117,106.66,2023-01-28
484,323.15,2023-06-04
122,414.17,2023-04-05
33,384.76,2023-11-02
291,94.42,2023-08-14
377,240.46,2023-02-12
342,264.28,2023-04-30
1,498.78,2023-10-20
284,11.48,2023-11-28
290,474.07,2023-09-27
355,40.17,2023-01-26
331,325.87,2023-07-01
273,192.6,2023-04-05
193,248.8,2023-05-26
295,221.77,2023-09-01
85,433.18,2023-05-24
453,68.88,2023-05-17
391,284.67,2023-05-07
144,422.77,2023-12-03
131,177.23,2023-12-02
416,167.14,2023-06-25
48,332.35,2023-11-26
495,404.19,2023-06-27
30,481.64,2023-06-26
374,387.0,2023-10-09
282,340.42,2023-05-31
379,236.6,2023-05-03
229,373.37,2023-01-07
224,194.14,2023-03-17
453,157.74,2023-07-17
346,56.87,2023-01-06
327,179.74,2023-12-20
93,376.96,2023-06-04
209,359.98,2023-01-01
463,326.33,2023-10-03
443,60.06,2023-10-20
227,391.18,2023-11-21
208,193.78,2023-04-22
10,352.33,2023-05-19
12,478.44,2023-12-12
85,155.63,2023-12-27
175,242.98,2023-08-20
94,430.05,2023-07-09
6,32.02,2023-10-30
369,492.69,2023-11-28
156,338.8,2023-03-07
109,302.77,2023-07-15
338,76.6,2023-03-05
239,331.33,2023-09-07
60,295.81,2023-07-27
172,30.74,2023-03-17
25,171.04,2023-05-30
472,475.44,2023-11-17
85,37.71,2023-06-18
438,26.38,2023-01-26
470,251.07,2023-03-18
381,202.78,2023-04-06
32,382.15,2023-03-08
122,71.34,2023-06-13
491,217.67,2023-11-18
269,297.0,2023-03-08
156,287.05,2023-02-24
38,61.26,2023-02-26
73,35.84,2023-07-04
365,417.24,2023-09-06
26,179.8,2023-11-07
146,386.86,2023-11-08
434,249.47,2023-04-29
155,121.49,2023-05-24
8,330.26,2023-01-16
12,401.17,2023-07-04
59,97.81,2023-02-18
429,330.5,2023-02-12
4,127.29,2023-08-03
174,323.87,2023-10-14
323,377.87,2023-09-27
44,11.2,2023-11-23
367,496.47,2023-09-23
474,279.94,2023-04-03
453,320.21,2023-11-02
437,81.97,2023-07-18
490,428.28,2023-09-30
324,439.04,2023-11-12
290,30.64,2023-09-27
185,497.05,2023-10-08
55,11.28,2023-01-18
351,473.69,2023-06-22
15,149.36,2023-10-07
384,123.92,2023-11-07
371,61.57,2023-05-09
132,400.76,2023-05-01
15,313.31,2023-03-30
